,id,data,message_order,label
1918,MPUXII,when i dont know city name how can i tell you,0,whoAreYou
1919,4UYHKN,hi,2,notInterested
1920,5WZC8I,hi,5,whoAreYou
1921,V8Z6R7,,1,greeting
1922,06TGMR,ok ji,1,whoAreYou
1923,57Q8N5,hi,1,notInterested
1924,1A56BK,thanku lm not interested,2,whoAreYou
1925,CGPPNL,hindi nai aate,0,greeting
1926,8SU2IG,good morning,5,greeting
1927,7YIGLX,ok,0,whoAreYou
1928,PAT29H,sir mere pass gadi no,2,greeting
1929,OQ8H48,ok sure,5,notInterested
1930,Y56TGE,gm,4,greeting
1931,KT9HUH,not,3,whoAreYou
1932,5DRTUN,learning licence i have,4,notInterested
1933,16AD4P,hi sir,3,dontMeetRequirements
1934,06UMAP,hi,0,location
1935,M5RH64,kaha pe job krna ho ga,5,notInterested
1936,RLH3RP,plz wait busy now n were location,0,dontMeetRequirements
1937,JD7D7M,no,5,whoAreYou
1938,PPXBDG,ok,3,notInterested
1939,OJLTDJ,hello sir,2,whoAreYou
1940,NRYRV5,ohhh ok,5,greeting
1941,ICPI4Y,but i dont have bike,1,whoAreYou
1942,3D57MX,okey,1,notInterested
1943,00MSOG,why you sent me message,0,notInterested
1944,HCJXXQ,ok,5,greeting
1945,GYYOUQ,hai,0,location
1946,ZCTDA3,hy u,1,whoAreYou
1947,M1W3V5,i have no bibek,1,whoAreYou
1948,FFQHWZ,job location,3,whoAreYou
1949,LBUP60,hieeee sir,1,greeting
1950,TBYK82,hy,0,greeting
1951,U7EW7C,where are you office,4,notInterested
1952,W5G3II,ok,1,whoAreYou
1953,JSQQZR,hai,0,greeting
1954,XDJ0DX,hiiii,0,notInterested
1955,07RUKJ,hi,0,greeting
1956,Z2RI0W,no,5,notInterested
1957,YLJM8G,hlo,2,greeting
1958,5VYPVB,ll,1,greeting
1959,32PTF6,but i dnt know reading,1,greeting
1960,9MV3P9,hello,0,whoAreYou
1961,NKJMIR,hello,0,greeting
1962,87UJ3N,but sir i do not have a bikr,4,notInterested
1963,NWSCIO,hiiii,5,greeting
1964,4PAWWE,hii,1,notInterested
1965,UDK5TF,ok,1,location
1966,1FVJCJ,location,0,notInterested
1967,0N6GQ7,hi,5,whoAreYou
1968,C6HK82,achha,0,notInterested
1969,P994PP,vahan delivery,1,notInterested
1970,Q6IZP3,time nai hy mere pas,3,greeting
1971,H90U8P,hiii,5,whoAreYou
1972,4RZ1T5,hii,3,whoAreYou
1973,9URV56,no,5,notInterested
1974,UC5H2C,then sry,0,location
1975,JEY6YO,thank you sir,2,notInterested
1976,ZDTX96,butwhich city siractually i m belongs to nagpur,2,greeting
1977,9YO09P,sir i have no two wheeler,1,notInterested
1978,IHH6ZH,i blocked u,0,dontMeetRequirements
1979,ODYQ39,ok,3,greeting
1980,F3US1P,how are you,2,whoAreYou
1981,3D7KO2,ok,5,greeting
1982,KU43IC,thanks for this,4,notInterested
1983,GLEI60,hi,2,dontMeetRequirements
1984,90YYUD,hay,3,greeting
1985,FQGNAH,job whare,0,whoAreYou
1986,9HROF9,but i dont have license,1,notInterested
1987,SC4Y2D,hello,4,greeting
1988,NRHKDQ,hi,2,greeting
1989,MCOUCX,ok,1,whoAreYou
1990,U0Z4ZF,kk,1,notInterested
1991,CK9IU9,okay,4,whoAreYou
1992,MDY1C7,okay,0,whoAreYou
1993,N7Z662,where work,2,greeting
1994,O6TX8S,mere paas khud ka nai hai,2,notInterested
1995,2RG46Y,ok by,4,dontMeetRequirements
1996,HCTZ3F,ll,5,notInterested
1997,ITXTOW,ok sir,2,whoAreYou
1998,IOKVYD,hello,4,greeting
1999,UGBYIK,no bike,0,greeting
